sn,Name,Symbol,Category,First Traded Price,First Traded Date,Last Traded Price,Last Traded Date,Note
248,Tourism Development Bank Ltd. Prmoter Share,xTDBLPS,Development Banks,125.0,2015-12-13,237.0,2017-01-08,
249,Prudential Insurance Co. Ltd. Promoter Share,xPICLPS,Promoter Share,222.0,2015-12-17,257.8,2023-01-25,
250,Shangrila Development Bank Ltd. Promoter Share,xSDBLPS,Promoter Share,200.0,2015-12-29,197.0,2025-06-30,
251,Reliance Finance Ltd. Promoter Share,xRFLPS,Promoter Share,100.0,2016-01-11,303.0,2025-02-16,
252,Sagarmatha  Finance Limited Promoter Share,xSFLPS,Promoter Share,100.0,2016-01-14,275.0,2016-12-07,
253,First Micro Finance Laghubitta Bittiya Sanstha Limited Promoter Share,xFMFLBSLPS,Promoter Share,463.0,2016-02-17,280.5,2025-03-16,
254,Saptakoshi Development Bank Ltd.,xSDBL,Development Banks,316.0,2016-04-05,122.0,2019-01-17,
255,Kanchan Development Bank Limited Promoter Share,xKDBLPS,Promoter Share,211.0,2016-04-26,113.0,2019-02-26,
256,Sajha Bikas Bank Ltd.,xSBBL,Development Banks,251.0,2016-04-26,219.0,2017-04-06,
257,Civil Bank Ltd Promoter Share,xCBLPS,Promoter Share,128.0,2016-06-05,130.0,2023-02-22,
258,Nepal Insurance Co. Ltd Promoter Share,xNICLPS,Promoter Share,,2016-06-14,300.0,2025-02-10,
259,Karnali Development Bank Limited Promoter Share,xKDBLPS,Promoter Share,165.0,2016-07-10,217.0,2022-04-05,
260,Kankai Bikas Bank Ltd. Promoter Share,xKBBLPS,Promoter Share,248.0,2016-07-14,110.0,2018-05-31,
261,Janata Bank Nepal Ltd. Promoter Share,xJBNLPS,Promoter Share,260.0,2016-07-25,100.0,2019-08-26,
262,Swarojgar Laghu Bitta Bikas Bank Ltd. Promoter Share,xSLBBBLPS,Promoter Share,1221.0,2016-07-27,410.0,2024-02-22,
263,Chhimek Laghubitta Bikas Bank Limited Promoter Share,xCLBBLPS,Promoter Share,1100.0,2016-08-04,949.0,2021-11-22,
264,Summit Laghubitta Bittiya Sanstha Limited Promoter Share,xSLBSLPS,Promoter Share,1420.0,2016-10-04,390.7,2023-04-26,
265,Sindhu Bikas Bank Ltd. Promoter Share,xSBBLPS,Promoter Share,250.0,2016-10-19,188.0,2024-03-13,
266,Mission Development Bank Ltd. Promoter Share,xMDBLPS,Promoter Share,251.0,2016-11-24,121.0,2018-04-03,
267,Manjushree Finance Ltd. Promoter Share,xMFLPS,Promoter Share,200.0,2016-12-08,267.6,2024-06-23,
268,Mega  Bank Nepal Ltd. Promoter Share,xMBNLPS,Promoter Share,260.0,2016-12-15,124.0,2023-01-10,
269,NLG Insurance Company Ltd. Promoter Share,xNICLPS,Promoter Share,,2016-12-18,,2016-12-18,
270,Kalika Laghubitta Bittiya Sanstha Ltd Promoter Share,xKLBSLPS,Promoter Share,800.0,2017-02-02,589.0,2025-05-27,
271,Himalayan General Insurance Co. Ltd Promoter Share,xHGICLPS,Promoter Share,580.0,2017-02-22,225.0,2018-03-27,
272,City Express Finance Co. Ltd. Promoter Share,xCEFCLPS,Promoter Share,,2017-03-29,100.0,2019-09-01,
273,NagBeli LaghuBitta Bikas Bank Ltd. Promoter Share,xNLBBLPS,Promoter Share,1900.0,2017-04-30,370.0,2019-03-12,
274,Purnima Bikas Bank Ltd. Promoter Share,xPBBLPS,Promoter Share,229.0,2017-05-09,210.48,2019-04-04,
275,Samriddhi Finance Company Limited Promoter Share,xSFCLPS,Promoter Share,101.0,2017-05-11,164.0,2023-06-21,
276,Corporate Development Bank Ltd. Promoter Share,xCDBLPS,Promoter Share,100.0,2017-06-15,100.0,2017-06-15,
277,Hamro Bikas Bank Ltd. Promoter Share,xHBBLPS,Promoter Share,140.0,2017-06-27,108.0,2018-07-03,
278,Century Commercial Bank Ltd. Promoter Share,xCCBLPS,Promoter Share,209.0,2017-07-09,103.0,2022-12-14,
279,Rural Microfinance Development Centre Ltd. Promoter Share,xRMDCLPS,Promoter Share,,2017-07-10,327.0,2022-07-26,
280,Jebils Finance Ltd. Promoter Share,xJFLPS,Promoter Share,130.0,2017-08-07,130.0,2017-08-27,
281,United Insurance Co. (Nepal) Ltd. Promoter Share,xUICLPS,Promoter Share,,2017-08-17,337.0,2022-04-19,
282,Nepal Community Development Bank Ltd. Promoter Share,xNCDBLPS,Promoter Share,200.0,2017-09-24,104.0,2019-05-16,
283,Gandaki Bikas Bank Limited Promoter Share,xGBBLPS,Promoter Share,200.0,2017-10-08,122.0,2019-09-22,
284,Sana Kisan Bikas Bank Ltd Promoter Share,xSKBBLPS,Promoter Share,,2017-11-23,,2017-11-23,
285,Prime Life Insurance Company Limited Promoter Share,xPLICLPS,Promoter Share,950.0,2017-12-05,375.0,2022-04-26,
286,Grameen Bikas Laghubitta Bittiya Sanstha Ltd. Promoter Share,xGBLBSLPS,Promoter Share,,2017-12-19,564.0,2023-06-18,
287,Multipurpose Finance Company  Limited Promoter Share,xMFCLPS,Promoter Share,160.0,2017-12-24,321.0,2025-06-23,
288,Nepal Finance Ltd. Promoter Share,xNFLPS,Promoter Share,101.0,2018-01-24,163.0,2024-08-25,
289,Nirdhan Utthan Bank Limited Promoter Share,xNUBLPS,Promoter Share,,2018-11-04,600.0,2021-07-01,
290,Mirmire Microfinance Development Bank Ltd. Promoter Share,xMMDBLPS,Promoter Share,510.0,2018-12-05,586.0,2022-01-02,
291,Naya Sarathi Laghubitta Bittiya Sanstha Limited Promoter Share,xNSLBSLPS,Promoter Share,260.0,2019-03-13,367.0,2023-06-21,
292,Shine Resunga Development Bank Ltd. Promoter Share,xSRDBLPS,Promoter Share,130.0,2019-03-17,228.0,2025-05-08,
293,Lumbini General Insurance Co. Ltd. Promoter Share,xLGICLPS,Promoter Share,227.0,2019-07-28,331.0,2021-03-07,
294,Tinau Mission Development Bank Limited Promoter Share,xTMDBLPS,Promoter Share,125.0,2019-10-22,100.0,2020-09-08,
295,NMB  Microfinance Bittiya Sanstha Ltd. Promoter Share,xNMBSLPS,Promoter Share,592.0,2019-10-23,592.0,2019-10-23,
296,Green Development Bank Ltd. Promoter Share,xGDBLPS,Promoter Share,100.0,2019-11-21,277.0,2024-07-08,
297,Nerude Laghubita Bikas Bank Limited Promoter Share,xNLBBLPS,Promoter Share,100.0,2019-12-26,100.0,2022-02-13,
298,Womi Microfinance Bittiya Sanstha Ltd. Promoter Share,xWMBSLPS,Promoter Share,497.0,2020-08-17,883.0,2021-06-17,
299,Premier Insurance Co. Ltd. Promoter Share,xPICLPS,Promoter Share,426.0,2020-10-22,625.0,2021-03-15,
300,SURYODAYA LAGHUBITTA BITTIYA SANSTHA LIMITED PROMOTER SHARE,xSLBSLPS,Promoter Share,531.0,2020-11-12,1111.0,2021-05-05,
301,ADHIKHOLA LAGHUBITTA BITTIYA SANSTHA LIMITED PROMOTER SHARE,xALBSLPS,Promoter Share,256.0,2020-11-18,256.0,2020-11-18,
302,Saptakoshi Development Bank Ltd Promoter Share,xSDBLPS,Promoter Share,102.0,2020-11-22,698.0,2025-07-02,
303,Everest Insurance Co. Ltd. Promoter Share,xEICLPS,Promoter Share,315.0,2020-11-26,325.2,2022-05-08,
304,RSDC Laghubitta Bittiya Sanstha Ltd. Promoter Share,xRLBSLPS,Promoter Share,330.0,2020-12-07,310.0,2023-12-03,
305,Vijaya laghubitta Bittiya Sanstha Ltd. Promoter Share,xVLBSLPS,Promoter Share,571.0,2020-12-14,458.0,2025-06-18,
306,National Microfinance Bittiya Sanstha Ltd. Promoter,xNMBSLP,Promoter Share,100.0,2021-02-14,1537.0,2022-01-20,
307,Forward Community Microfinance Bittiya Sanstha Ltd Promoter Share,xFCMBSLPS,Promoter Share,100.0,2021-02-16,80.0,2021-09-26,
308,Mithila LaghuBitta Bikas Bank Ltd. Promoter Share,xMLBBLPS,Promoter Share,908.0,2021-03-04,401.0,2025-04-08,
309,Mahuli Laghubitta Bittiya Sanstha Limited Promoter,xMLBSLP,Promoter Share,1370.0,2021-03-21,658.0,2025-06-16,
310,Civil Laghubitta Bittiya Sanstha Promoter,xCLBSP,Promoter Share,665.0,2021-04-15,418.0,2022-07-17,
311,Janautthan Samudayic Laghubitta Bikas Bank Ltd. Promoter Share,xJSLBBLPS,Promoter Share,2464.0,2021-04-21,546.0,2024-04-02,
312,Kisan Lagubitta Bittiya Sanstha Limited Promoter Share,xKLBSLPS,Promoter Share,889.0,2021-07-12,545.0,2024-06-30,
313,Mero Microfinance Bittiya Sanstha Ltd. Promoter Share,xMMBSLPS,Promoter Share,100.0,2021-07-15,226.0,2023-07-11,
314,NIC ASIA Laghubitta Bittiya Sanstha Limited Promoter Share,xNALBSLPS,Promoter Share,650.0,2021-11-25,504.2,2022-10-12,
315,Jeevan Bikas Laghubitta  Bittya Sanstha Ltd Promoter,xJBLBSLP,Promoter Share,100.0,2022-02-15,100.0,2025-07-02,
316,Chhimek Laghubitta Bittiya Sanstha Limited Promoter,xCLBSLP,Promoter Share,696.0,2022-03-24,526.0,2024-12-08,
317,Support Microfinance Bittiya Sanstha Ltd. Promoter Share,xSMBSLPS,Promoter Share,1001.0,2022-04-13,750.0,2025-04-09,
318,Nerude Laghubitta Bittiya Sanstha Limited Promoter,xNLBSLP,Promoter Share,401.0,2022-04-21,401.0,2024-02-08,
319,Premier Insurance Company (Nepal) Limited Promoter Share,xPICLPS,Promoter Share,625.0,2022-04-25,625.0,2022-05-10,
320,Forward Microfinance Laghubitta Bittiya Sanstha Limited Promoter,xFMLBSLP,Promoter Share,1199.0,2022-05-11,300.0,2024-03-26,
321,Samata Gharelu Laghubitta Bittiya Sanstha Limited Promoter,xSGLBSLP,Promoter Share,466.0,2022-06-21,443.0,2025-06-02,
322,Global IME Laghubitta Bittiya Sanstha Ltd. Promoter Share,xGILBSLPS,Promoter Share,638.0,2022-07-04,695.0,2025-04-10,
323,Asha Laghubitta Bittiya Sanstha Ltd Promoter Share,xALBSLPS,Promoter Share,685.0,2022-07-05,442.0,2025-06-08,
324,Garima Debenture 2085,xGD2,Corporate Debenture,1000.0,2022-07-22,750.0,2022-11-02,
325,National Microfinance Laghubitta Bittiya Sanstha Limited Promoter,xNMLBSLP,Promoter Share,1152.0,2022-07-24,1115.0,2023-01-25,
326,Suryodaya Womi Laghubitta Bittiya Sanstha Limited Promoter,xSWLBSLP,Promoter Share,443.0,2022-08-22,399.0,2025-06-24,
327,Hydorelectricity Investment and Development Company Limited Promoter,xHIADCLP,Promoter Share,103.7,2022-08-26,206.7,2025-07-07,
328,Himalayan Everest Insurance Limited Promoter,xHEILP,Promoter Share,231.0,2022-08-30,375.0,2025-07-07,
329,Infinity Laghubitta Bittiya Sanstha Limited Promoter Share,xILBSLPS,Promoter Share,524.0,2022-09-14,439.4,2025-05-26,
330,Mirmire Laghubitta Bittya Sanstha Limited Promoter,xMLBSLP,Promoter Share,576.0,2022-09-15,278.0,2024-03-12,
331,Sabaiko Laghubitta Bittiya Sanstha Limited,SABSL,Microfinance,320.0,2019-08-22,1045.0,2024-07-11,
332,Global IME Balanced Fund-1,GIBF1,Mutual Fund,8.0,2022-11-03,10.59,2025-07-07,
333,Everest Bank Limited,EBL,Commercial Banks,532.0,2022-11-03,655.14,2025-07-07,
334,"Garima Debenture""",GBBD85,Corporate Debenture,750.0,2022-11-03,1027.0,2024-10-22,
335,Sikles Hydropower Limited,SIKLES,Hydropower,321.0,2022-11-15,869.88,2025-07-07,
336,Khaptad Laghubitta Bittiya Sanstha Limited,KLBS,Microfinance,303.2,2022-11-16,836.0,2023-07-04,
337,10.25% Nepal SBI Bank Debenture 2083,SBID83,Corporate Debenture,922.4,2022-11-28,1102.6,2025-06-29,
338,8.5% Prabhu Bank Debenture 2087,PBLD87,Corporate Debenture,1000.0,2022-11-30,1033.1,2025-07-03,
339,NMB Debenture 8.50% - 2087/88,NMBD87/88,Corporate Debenture,1000.0,2022-11-30,1055.7,2025-07-06,
340,Narayani Development Bank Limited Promoter,NABBCP,Promoter Share,202.0,2022-12-01,308.3,2024-12-19,
341,Global IME Bank Limited,GBIME,Commercial Banks,221.4,2022-12-07,238.38,2025-07-07,
342,Peoples Hydropower Company Limited,PHCL,Hydropower,270.0,2022-12-14,497.93,2025-07-07,
343,Eastern Hydropower Limited,EHPL,Hydropower,237.6,2022-12-14,556.5,2025-07-07,
344,Shrijanshil Laghubitta Bittiya Sanstha Limited,SHLB,Microfinance,996.6,2022-12-20,1898.21,2025-07-07,
345,Adhikhola Laghubitta Bittiya Sanstha Limited,AKBSL,Microfinance,273.0,2019-08-26,919.0,2023-03-13,
346,Barahi Hydropower Public Limited,BHPL,Hydropower,213.7,2023-01-04,740.31,2025-07-07,
347,Sanima GIC Insurance Limited,SGIC,Non life insurance,404.2,2023-01-23,560.46,2025-07-07,
348,SuryaJyoti Life Insurance Company Limited,SJLIC,Life insurance,408.7,2023-01-25,439.69,2025-07-07,
349,Sabaiko Laghubitta Bittiya Sanstha Limited Promoter,SABSLP,Promoter Share,523.0,2023-02-09,523.0,2023-02-09,
350,Aarambha Chautari Laghubitta Bittiya Sanstha Limited Promoter Share,ACLBSLP,Promoter Share,437.0,2023-02-16,556.0,2024-10-22,
351,Nepal Investment Mega Bank Limited,NIMB,Commercial Banks,216.0,2023-02-23,214.6,2025-07-07,
352,Unique Nepal Laghubitta Bittiya Sanstha Limited,UNLB,Microfinance,989.4,2023-02-28,2118.95,2025-07-07,
353,SuryaJyoti Life Insurance Company Limited Promoter,SJLICP,Promoter Share,351.0,2023-03-02,245.0,2025-01-06,
354,Super Madi Hydropower Limited,SMHL,Hydropower,328.9,2023-03-05,982.56,2025-07-07,
355,Shuvam Power Limited,SPL,Hydropower,291.5,2023-03-07,812.67,2025-07-07,
356,NIFRA Uraj Rinpatra7%-2085/86,NIFRAUR85/86,Corporate Debenture,1000.0,2023-03-15,1000.1,2025-07-07,
357,Sanima Growth Fund,SAGF,Mutual Fund,10.0,2023-03-15,10.04,2025-07-07,
358,Nepal Investment Mega Bank Ltd. Promoter Share,NIMBPO,Promoter Share,111.3,2023-03-20,164.4,2025-07-07,
359,Maya Khola Hydropower Company Limited,MKHC,Hydropower,292.0,2023-03-22,414.44,2025-07-07,
360,Asian Hydropower Limited,AHL,Hydropower,328.6,2023-03-23,604.66,2025-07-07,
361,Kalinchowk Darshan Limited,KDL,Hotels & Tourism,139.7,2023-03-23,1111.08,2025-07-07,
362,Super Mai Hydropower Limited,SMH,Hydropower,430.1,2023-03-27,865.0,2025-07-07,
363,NMB Sulav Investment Fund - 2,NSIF2,Mutual Fund,10.0,2023-04-03,10.8,2025-07-07,
364,Siddhartha Premier Insurance Limited,SPIL,Non life insurance,573.9,2023-04-04,811.79,2025-07-07,
365,Siddhartha Premier Insurance Limited Promoter Share,SPILPO,Promoter Share,0.0,2023-04-04,426.0,2024-07-14,
366,Sanima Middle Tamor Hydropower Limited,TAMOR,Hydropower,324.5,2023-04-10,505.47,2025-07-07,
367,Sagarmatha Jalabidhyut Company Limited,SMJC,Hydropower,340.0,2023-04-13,517.56,2025-07-07,
368,Molung Hydropower Company Limited,MHCL,Hydropower,155.1,2023-04-13,446.03,2025-07-07,
369,Sunrise Focused Equity Fund,SFEF,Mutual Fund,10.0,2023-04-20,9.91,2025-07-07,
370,NIBL Growth Fund,NIBLGF,Mutual Fund,9.0,2023-04-27,9.13,2025-07-07,
371,Aatmanirbhar Laghubitta Bittiya Sanstha Limited,ANLB,Microfinance,436.9,2023-05-02,5559.46,2025-07-07,
372,BPW Laghubitta Bittiya Sanstha Limited,BPW,Microfinance,237.7,2023-05-04,1141.5,2024-03-06,
373,Makar Jitumaya Suri Hydropower Limited,MAKAR,Hydropower,255.0,2023-05-07,602.02,2025-07-07,
374,Swabhimaan Laghubitta Bittiya Sanstha LTD Promoter share,SMFBSP,Promoter Share,490.0,2023-05-09,490.0,2023-05-09,
375,Sagarmatha Lumbini Insurance Co. Limited,SALICO,Non life insurance,560.5,2023-05-15,714.03,2025-07-07,
376,Mai Khola Hydropower Limited,MKHL,Hydropower,301.5,2023-05-16,779.92,2025-07-07,
377,Sanima Reliance Life Insurance Limited,SRLI,Life insurance,404.8,2023-05-21,402.84,2025-07-07,
378,IGI Prudential insurance Limited,IGI,Non life insurance,407.9,2023-06-04,546.38,2025-07-07,
379,Dolti Power Company Limited,DOLTI,Hydropower,287.1,2023-06-08,558.6,2025-07-07,
380,Bhugol Energy Development Company Limited,BEDC,Hydropower,223.0,2023-06-08,714.12,2025-07-07,
381,Prabhu Smart Fund,PRSF,Mutual Fund,9.81,2023-06-08,11.2,2025-07-07,
382,City Hotel Limited,CITY,Hotels & Tourism,122.2,2023-06-11,830.53,2025-07-07,
383,Menchhiyam Hydropower Limited,MCHL,Hydropower,255.2,2023-06-18,525.27,2025-07-07,
384,Ingwa Hydropower Limited,IHL,Hydropower,320.9,2023-06-20,559.19,2025-07-07,
385,Himalayan Life Insurance Limited,HLI,Life insurance,381.1,2023-06-22,401.27,2025-07-07,
386,Modi Energy Limited,MEL,Hydropower,243.0,2023-07-05,309.37,2025-07-07,
387,Rawa Energy Development Limited,RAWA,Hydropower,274.2,2023-07-05,798.23,2025-07-07,
388,10.25% Citizens Bank Debenture 2086,CIZBD86,Corporate Debenture,1040.0,2023-07-10,1178.7,2025-05-20,
389,United Ajod Insurance Limited,UAIL,Non life insurance,538.4,2023-07-17,563.84,2025-07-07,
390,Samaj Laghubittya Bittiya Sanstha Limited,SAMAJ,Microfinance,72.1,2023-07-17,2217.0,2025-07-07,
391,Himalayan Laghubitta Bittiya Sanstha Limited,HLBSL,Microfinance,819.0,2023-07-20,962.3,2025-07-07,
392,RBB Mutual Fund 2,RMF2,Mutual Fund,9.85,2023-07-30,9.84,2025-07-07,
393,IME Life Insurance Company Limited,ILI,Life insurance,582.4,2023-08-06,447.34,2025-07-07,
394,Nepal Republic Media Limited,NRM,Others,275.4,2023-08-06,458.47,2025-07-07,
395,Ghorahi Cement Industry Limited,GCIL,Manufacturing And Processing,509.0,2023-08-13,500.87,2025-07-07,
396,Upper Syange Hydropower Limited,USHL,Hydropower,278.9,2023-08-13,608.33,2025-07-07,
397,Three Star Hydropower Limited,TSHL,Hydropower,280.5,2023-08-13,660.57,2025-07-07,
398,Citizens Super 30 Mutual Fund,C30MF,Mutual Fund,9.81,2023-08-14,9.63,2025-07-07,
399,National Laghubitta Bittiya Sanstha Limited,NMFBS,Microfinance,1171.9,2023-08-16,1265.61,2025-07-07,
400,Kutheli Bukhari Small Hydropower Limited,KBSH,Hydropower,526.9,2023-08-21,1910.0,2025-07-07,
401,Laxmi Sunrise Bank Limited,LSL,Commercial Banks,181.2,2023-08-28,219.51,2025-07-07,
402,Nadep Laghubitta Bittiya Sanstha Ltd. Promoter Share,NADEPP,Promoter Share,291.0,2023-08-28,291.0,2023-08-28,
403,Laxmi Sunrise Bank Limited Promoter Share,LSLPO,Promoter Share,0.0,2023-08-29,100.0,2025-07-06,
404,Himalayan Life Insurance Limited Promoter Share,HLIPO,Promoter Share,241.0,2023-08-29,221.5,2025-07-02,
405,Unnati Sahakarya Laghubitta Bittiya Sanstha Limited Promoter Share,USLBP,Promoter Share,100.0,2023-08-30,100.0,2023-08-30,
406,Reliable Nepal Life Insurance Limited,RNLI,Life insurance,495.0,2023-09-17,471.33,2025-07-07,
407,Laxmi Value Fund 2,LVF2,Mutual Fund,10.0,2023-09-21,10.15,2025-07-07,
408,Sun Nepal Life Insurance Company Limited,SNLI,Life insurance,470.0,2023-09-21,488.1,2025-07-07,
409,Manakamana Engineering Hydropower Limited,MEHL,Hydropower,225.0,2023-09-25,423.25,2025-07-07,
410,Upper Lohore Khola Hydropower Company Limited,ULHC,Hydropower,264.0,2023-09-25,468.36,2025-07-07,
411,Citizen Life Insurance Company Limited,CLI,Life insurance,457.2,2023-10-01,472.94,2025-07-07,
412,Sana Kisan Bikas Laghubitta Bittiya Sanstha Limited Promoter,SKBBLP,Promoter Share,100.0,2023-10-04,100.0,2025-04-07,
413,Sadhana Laghubitta Bittiya Sanstha Limited Promoter Shares,SDLBSLP,Promoter Share,338.0,2023-10-09,327.0,2024-02-29,
414,Mandu Hydropower Limited,MANDU,Hydropower,410.5,2023-10-11,879.67,2025-07-07,
415,Hathway Investment Nepal Limited,HATHY,Investment,313.7,2023-10-11,1207.37,2025-07-07,
416,Bhagawati Hydropower Development Company Limited,BGWT,Hydropower,397.2,2023-10-12,981.61,2025-07-07,
417,Mid Solu Hydropower Limited,MSHL,Hydropower,330.0,2023-10-12,840.15,2025-07-07,
418,Sonapur Minerals And Oil Limited,SONA,Manufacturing And Processing,315.0,2023-10-29,452.76,2025-07-07,
419,8.5% Machhapuchchhre Debenture 2087,MBLD87,Corporate Debenture,1000.0,2023-11-08,1039.5,2025-07-07,
420,Mathillo Mailun Khola Jalvidhyut Limited,MMKJL,Hydropower,259.6,2023-11-20,611.71,2025-07-07,
421,Citizen Investment Trust Promoter Share,CITPO,Promoter Share,100.0,2023-12-05,100.0,2023-12-05,
422,Nepal Reinsurance Company Limited Promoter Share,NRICP,Promoter Share,100.0,2023-12-07,281.0,2024-05-13,
423,Trishuli Jal Vidhyut Company Limited,TVCL,Hydropower,294.8,2023-12-07,496.09,2025-07-07,
424,10.50% Everest Bank Limited Debenture 2085,EBLD85,Corporate Debenture,1000.0,2023-12-10,1125.5,2025-06-30,
425,Muktinath Krishi Company Limited,MKCL,Others,196.6,2023-12-14,1498.16,2025-07-07,
426,"Himalayan Bank Limited Bond""",HBLD86,Government Bond,1000.0,2023-12-18,1083.0,2024-10-16,
427,Jyoti Bikash Bank Bond 2087,JBBD87,Government Bond,1000.0,2023-12-18,1067.0,2025-07-07,
428,11% KBL Debenture 2089,KBLD89,Corporate Debenture,1000.0,2023-12-18,1205.0,2025-06-30,
429,Prabhu Mahalaxmi Life Insurance Limited,PMLI,Life insurance,589.0,2023-12-19,524.14,2025-07-07,
430,8.5% RBBL Debenture 2083,RBBD83,Corporate Debenture,1000.0,2023-12-20,1070.0,2025-07-03,
431,Nepal Warehousing Company Limited,NWCL,Others,229.6,2023-12-21,910.14,2025-07-07,
432,Vision Lumbini Urja Company Limited,VLUCL,Hydropower,401.8,2023-12-21,594.31,2025-07-07,
433,Chirkhwa Hydropower Limited,CKHL,Hydropower,330.0,2023-12-21,627.7,2025-07-07,
434,9% Nepal SBI Bank Rinpatra 2089,SBID89,Commercial Banks,1000.0,2024-01-03,1137.0,2025-06-29,
435,Siddhartha Investment Growth Scheme 3,SIGS3,Mutual Fund,10.0,2024-01-04,10.44,2025-07-07,
436,Himalayan Reinsurance Limited,HRL,Non life insurance,340.1,2024-01-08,932.63,2025-07-07,
437,Himalayan 80-20,H8020,Mutual Fund,10.0,2024-01-14,11.21,2025-07-07,
438,National Laghubitta Bittiya Sanstha Limited Promoter,NMFBSP,Promoter Share,631.0,2024-01-30,675.0,2025-06-16,
439,Prabhu Mahalaxmi Life Insurance Limited promotor,PMLIP,Promoter Share,296.0,2024-02-04,309.0,2025-06-29,
440,NIC ASIA Growth Fund-2,NICGF2,Mutual Fund,9.0,2024-02-11,8.8,2025-07-07,
441,IGI Prudential insurance Limited Promoter Share,IGIPO,Promoter Share,310.0,2024-02-20,340.0,2025-05-26,
442,Sagarmatha Lumbini Insurance Co. Limited Promoter Share,SALICOPO,Promoter Share,363.6,2024-02-22,270.0,2024-08-22,
443,9% Kamana Sewa Bikas Bank Limited Debenture 2087,KSBBLD87,Corporate Debenture,980.0,2024-02-27,1080.0,2025-07-07,
444,Sarbottam Cement Limited,SARBTM,Manufacturing And Processing,611.6,2024-03-19,850.54,2025-07-07,
445,9% Nabil Debenture 2087,NABILD87,Corporate Debenture,1000.0,2024-03-31,1075.0,2025-07-06,
446,10% NIMB Debenture 2090,NIMBD90,Corporate Debenture,1020.0,2024-03-31,1194.0,2025-06-23,
447,11% L.B.B.L. Debenture 2089,LBBLD89,Corporate Debenture,1025.0,2024-04-02,1240.0,2025-07-03,
448,10.75% SBL Debenture 2089,SBLD89,Corporate Debenture,1002.1,2024-04-03,1275.0,2025-05-15,
449,11% Mahalaxmi Debenture 2089,MLBLD89,Corporate Debenture,1061.2,2024-04-29,1250.0,2025-06-23,
450,10% Citizens Bank Debenture 2090,CIZBD90,Corporate Debenture,1020.0,2024-04-30,1185.0,2025-06-29,
451,10.30% Standard Chartered Bank Limited Debenture,SCBD,Corporate Debenture,1027.6,2024-05-05,1095.79,2025-07-06,
452,Kumari Sabal Yojana,KSY,Mutual Fund,10.0,2024-05-05,9.38,2025-07-07,
453,10% NIC Asia Debenture 2085/86,NICAD 85/86,Corporate Debenture,1000.0,2024-05-07,1170.0,2025-06-30,
454,Nerude Mirmire Laghubitta Bittiya Sanstha Limited,NMLBBL,Microfinance,646.6,2024-05-19,660.81,2025-07-07,
455,Muktinath Debenture 2084/85,MND84/85,Corporate Debenture,1000.0,2024-05-21,1070.0,2025-07-03,
456,NIC ASIA Rinpatra 2088,NICD88,Corporate Debenture,975.0,2024-05-21,1100.0,2025-06-30,
457,Swarojgar Laghubitta Bittiya Sanstha Ltd.,SLBBL,Microfinance,750.0,2024-05-29,908.49,2025-07-07,
458,Nepal Infrastructure Bank Limited Promoter,NIFRAP,Promoter Share,111.0,2024-06-02,111.0,2024-12-24,
459,NIBL Stable Fund,NIBLSTF,Mutual Fund,9.0,2024-06-03,8.85,2025-07-07,
460,"BOK Debenture 2086 """"KA""""",BOKD86KA,Corporate Debenture,1020.0,2024-06-24,1120.0,2024-09-29,
461,United Ajod Insurance Limited Promoter Share,UAILPO,Promoter Share,307.0,2024-06-25,382.0,2025-03-25,
462,10.25% Sanima Debenture 2089,SBD89,Corporate Debenture,1050.0,2024-06-25,1205.0,2025-06-29,
463,10.15% Prime Debenture 2084,PBD84,Corporate Debenture,1041.0,2024-06-25,1132.1,2025-07-03,
464,"Global IME Bank Debenture""",GBILD84/85,Corporate Debenture,1000.0,2024-06-25,1151.5,2024-10-22,
465,NMB Debenture 10.75%-2089/90,NMBD89/90,Corporate Debenture,1082.0,2024-07-14,1215.0,2025-06-11,
466,10% KBL Debenture 2090,KBLD90,Corporate Debenture,1040.0,2024-08-11,1149.5,2025-07-03,
467,Matribhumi Lagubitta Bittiya Sanstha Limited,MATRI,Microfinance,1406.2,2024-08-13,1144.88,2025-07-07,
468,Sampada Laghubitta Bittiya Sanstha Limited,SMPDA,Microfinance,1162.7,2024-08-18,936.64,2025-07-07,
469,Unique Nepal Laghubitta Bittiya Sanstha Limited Promoter,UNLBP,Promoter Share,1368.0,2024-10-02,1211.0,2025-04-01,
470,Matribhumi Lagubitta Bittiya Sanstha Limited Promoter,MATRIP,Promoter Share,798.0,2024-10-07,766.5,2025-05-08,
471,CEDB Holdings Limited,CHDC,Investment,1684.0,2024-10-23,2594.37,2025-07-07,
472,Garima Debenture,GBBD85,Corporate Debenture,1030.0,2024-10-23,1043.6,2025-07-07,
473,Global IME Bank Debenture,GBILD84/85,Corporate Debenture,1128.5,2024-10-23,1175.0,2025-07-07,
474,"BOK Debenture 2086 ""KA""",BOKD86KA,Corporate Debenture,1120.0,2024-10-29,1141.3,2025-05-25,
475,Himalayan Bank Limited Bond,HBLD86,Government Bond,1147.4,2024-11-06,1122.0,2025-06-26,
476,Nerude Mirmire Laghubitta Bittiya Sanstha Limited Promoter,NMLBBLP,Promoter Share,365.0,2024-12-23,340.0,2025-05-19,
477,Muktinath Mutual Fund 1,MNMF1,Mutual Fund,9.45,2025-01-16,9.34,2025-07-07,
478,CYC Nepal Laghubitta Bittiya Sanstha Limited Promoter,CYCLP,Promoter Share,864.0,2025-01-23,864.0,2025-01-23,
