sn,Name,Symbol,Category
398,Citizens Super 30 Mutual Fund,C30MF,Mutual Fund
399,National Laghubitta Bittiya Sanstha Limited,NMFBS,Microfinance
400,Kutheli Bukhari Small Hydropower Limited,KBSH,Hydropower
401,Laxmi Sunrise Bank Limited,LSL,Commercial Banks
402,Nadep Laghubitta Bittiya Sanstha Ltd. Promoter Share,NADEPP,Promoter Share
403,Laxmi Sunrise Bank Limited Promoter Share,LSLPO,Promoter Share
404,Himalayan Life Insurance Limited Promoter Share,HLIPO,Promoter Share
405,Unnati Sahakarya Laghubitta Bittiya Sanstha Limited Promoter Share,USLBP,Promoter Share
406,Reliable Nepal Life Insurance Limited,RNLI,Life insurance
407,Laxmi Value Fund 2,LVF2,Mutual Fund
408,Sun Nepal Life Insurance Company Limited,SNLI,Life insurance
409,Manakamana Engineering Hydropower Limited,MEHL,Hydropower
410,Upper Lohore Khola Hydropower Company Limited,ULHC,Hydropower
411,Citizen Life Insurance Company Limited,CLI,Life insurance
412,Sana Kisan Bikas Laghubitta Bittiya Sanstha Limited Promoter,SKBBLP,Promoter Share
413,Sadhana Laghubitta Bittiya Sanstha Limited Promoter Shares,SDLBSLP,Promoter Share
414,Mandu Hydropower Limited,MANDU,Hydropower
415,Hathway Investment Nepal Limited,HATHY,Investment
416,Bhagawati Hydropower Development Company Limited,BGWT,Hydropower
417,Mid Solu Hydropower Limited,MSHL,Hydropower
418,Sonapur Minerals And Oil Limited,SONA,Manufacturing And Processing
419,8.5% Machhapuchchhre Debenture 2087,MBLD87,Corporate Debenture
420,Mathillo Mailun Khola Jalvidhyut Limited,MMKJL,Hydropower
421,Citizen Investment Trust Promoter Share,CITPO,Promoter Share
422,Nepal Reinsurance Company Limited Promoter Share,NRICP,Promoter Share
423,Trishuli Jal Vidhyut Company Limited,TVCL,Hydropower
424,10.50% Everest Bank Limited Debenture 2085,EBLD85,Corporate Debenture
425,Muktinath Krishi Company Limited,MKCL,Others
426,"Himalayan Bank Limited Bond""",HBLD86,Government Bond
427,Jyoti Bikash Bank Bond 2087,JBBD87,Government Bond
428,11% KBL Debenture 2089,KBLD89,Corporate Debenture
429,Prabhu Mahalaxmi Life Insurance Limited,PMLI,Life insurance
430,8.5% RBBL Debenture 2083,RBBD83,Corporate Debenture
431,Nepal Warehousing Company Limited,NWCL,Others
432,Vision Lumbini Urja Company Limited,VLUCL,Hydropower
433,Chirkhwa Hydropower Limited,CKHL,Hydropower
434,9% Nepal SBI Bank Rinpatra 2089,SBID89,Commercial Banks
435,Siddhartha Investment Growth Scheme 3,SIGS3,Mutual Fund
436,Himalayan Reinsurance Limited,HRL,Non life insurance
437,Himalayan 80-20,H8020,Mutual Fund
438,National Laghubitta Bittiya Sanstha Limited Promoter,NMFBSP,Promoter Share
439,Prabhu Mahalaxmi Life Insurance Limited promotor,PMLIP,Promoter Share
440,NIC ASIA Growth Fund-2,NICGF2,Mutual Fund
441,IGI Prudential insurance Limited Promoter Share,IGIPO,Promoter Share
442,Sagarmatha Lumbini Insurance Co. Limited Promoter Share,SALICOPO,Promoter Share
443,9% Kamana Sewa Bikas Bank Limited Debenture 2087,KSBBLD87,Corporate Debenture
444,Sarbottam Cement Limited,SARBTM,Manufacturing And Processing
445,9% Nabil Debenture 2087,NABILD87,Corporate Debenture
446,10% NIMB Debenture 2090,NIMBD90,Corporate Debenture
447,11% L.B.B.L. Debenture 2089,LBBLD89,Corporate Debenture
448,10.75% SBL Debenture 2089,SBLD89,Corporate Debenture
449,11% Mahalaxmi Debenture 2089,MLBLD89,Corporate Debenture
450,10% Citizens Bank Debenture 2090,CIZBD90,Corporate Debenture
451,10.30% Standard Chartered Bank Limited Debenture,SCBD,Corporate Debenture
452,Kumari Sabal Yojana,KSY,Mutual Fund
453,10% NIC Asia Debenture 2085/86,NICAD 85/86,Corporate Debenture
454,Nerude Mirmire Laghubitta Bittiya Sanstha Limited,NMLBBL,Microfinance
455,Muktinath Debenture 2084/85,MND84/85,Corporate Debenture
456,NIC ASIA Rinpatra 2088,NICD88,Corporate Debenture
457,Swarojgar Laghubitta Bittiya Sanstha Ltd.,SLBBL,Microfinance
458,Nepal Infrastructure Bank Limited Promoter,NIFRAP,Promoter Share
459,NIBL Stable Fund,NIBLSTF,Mutual Fund
460,"BOK Debenture 2086 """"KA""""",BOKD86KA,Corporate Debenture
461,United Ajod Insurance Limited Promoter Share,UAILPO,Promoter Share
462,10.25% Sanima Debenture 2089,SBD89,Corporate Debenture
463,10.15% Prime Debenture 2084,PBD84,Corporate Debenture
464,"Global IME Bank Debenture""",GBILD84/85,Corporate Debenture
465,NMB Debenture 10.75%-2089/90,NMBD89/90,Corporate Debenture
466,10% KBL Debenture 2090,KBLD90,Corporate Debenture
467,Matribhumi Lagubitta Bittiya Sanstha Limited,MATRI,Microfinance
468,Sampada Laghubitta Bittiya Sanstha Limited,SMPDA,Microfinance
469,Unique Nepal Laghubitta Bittiya Sanstha Limited Promoter,UNLBP,Promoter Share
470,Matribhumi Lagubitta Bittiya Sanstha Limited Promoter,MATRIP,Promoter Share
471,CEDB Holdings Limited,CHDC,Investment
472,Garima Debenture,GBBD85,Corporate Debenture
473,Global IME Bank Debenture,GBILD84/85,Corporate Debenture
474,"BOK Debenture 2086 ""KA""",BOKD86KA,Corporate Debenture
475,Himalayan Bank Limited Bond,HBLD86,Government Bond
476,Nerude Mirmire Laghubitta Bittiya Sanstha Limited Promoter,NMLBBLP,Promoter Share
477,Muktinath Mutual Fund 1,MNMF1,Mutual Fund
478,CYC Nepal Laghubitta Bittiya Sanstha Limited Promoter,CYCLP,Promoter Share
479,Swarojgar Laghubitta Bittiya Sanstha Ltd. Promoter Share,SLBBLP,Promoter Share
480,Sanima GIC Insurance Limited Promoter Share,SGICP,Promoter Share
481,Guardian Micro Life Insurance Limited,GMLI,Life insurance
482,Sampada Laghubitta Bittiya Sanstha Limited Promoter,SMPDAP,Promoter Share
483,Garima Samriddhi Yojana,GSY,Mutual Fund
484,9% ICFC Finance Limited Debenture 2088,ICFCD88,Corporate Debenture
485,Mahila Lagubitta Bittiya Sanstha Limited Promoter,MLBSLP,Promoter Share
486,Everest Bank Limited Energy Bond,EBLEB89,Government Bond
487,Nepal Micro Insurance Company Limited,NMIC,Non life insurance
488,Crest Micro Life Insurance Limited,CREST,Life insurance
489,NMB Hybrid Fund L- II,NMBHF2,Mutual Fund
490,Om Megashree Pharmaceuticals Limited,OMPL,Manufacturing And Processing
491,Wean Nepal Laghubitta Bittiya Sanstha Limited Promoter Share,WNLBP,Promoter Share
492,Everest Bank Limited Debenture 2091,EBLD91,Corporate Debenture
493,MBL Equity Fund,MBLEF,Mutual Fund
494,Pure Energy Limited,PURE,Others
495,Sanima Reliance Life Insurance Limited Promoter Share,SRLIP,Promoter Share
496,Reliable Samriddhi Yojana,RSY,Mutual Fund
497,Arun Valley Hydropower Development Co. Ltd.,AHPC,Hydropower
498,Bank of Kathmandu Ltd.,BOKL,Commercial Banks
499,Bishal Bazar Company Limited,BBC,Tradings
500,Butwal Power Company Limited,BPCL,Hydropower
501,Capital Merchant Bank & Finance Co. Ltd.,CMB,Finance Company
502,Chilime Hydropower Company Limited,CHCL,Hydropower
503,Citizen Bank International Limited,CZBIL,Commercial Banks
504,Crystal Finance Ltd.,CFL,Finance Company
505,Everest Bank Limited Con. Pref.,EBLCP,Preferred Stock
506,Everest Insurance Co. Ltd.,EIC,Non Life Insurance
507,Excel Development Bank Ltd.,EDBL,Development Banks
508,Global IME Bank Limited Debenture 2086/87,GBILD86/87,Corporate Debenture
509,Gurkhas Finance Ltd.,GUFL,Finance Company
510,Himalayan Bank Limited,HBL,Commercial Banks
511,ICFC Finance Limited,ICFC,Finance Company
512,Kumari Bank Limited,KBL,Commercial Banks
513,Lumbini Bikas Bank Ltd.,LBBL,Development Banks
514,Lumbini General Insurance Co. Ltd.,LGIL,Non Life Insurance
515,Miteri Development Bank Limited,MDB,Development Banks
516,Nabil Bank Limited,NABIL,Commercial Banks
517,National Hydro Power Company Limited,NHPC,Hydropower
518,Nepal Bangladesh Bank Limited,NBB,Commercial Banks
519,Nepal Doorsanchar Comapany Limited,NTC,Others
520,Nepal Investment Bank Limited,NIB,Commercial Banks
521,Nepal SBI Bank Limited,SBI,Commercial Banks
522,NIC Asia Bank Ltd.,NICA,Commercial Banks
523,Pokhara Finance Ltd.,PFL,Finance Company
524,Prabhu  Bank Limited,PRVU,Commercial Banks
525,Prime Commercial Bank Ltd.,PCBL,Commercial Banks
526,Rastriya Beema Company Limited,RBCL,Non Life Insurance
527,Sahayogi Bikas Bank Limited,SBBLJ,Development Banks
528,Shikhar Insurance Co. Ltd.,SICL,Non Life Insurance
529,Shree Investment Finance Co. Ltd.,SIFC,Finance Company
530,Siddhartha Bank Limited,SBL,Commercial Banks
531,Standard Chartered Bank Limited,SCB,Commercial Banks
532,Sunrise Bank Limited,SRBL,Commercial Banks
533,Goodwill Finance Limited,GFCL,Finance Company
534,Lalitpur Finance Ltd.,LFC,Finance Company
535,Machhapuchhre Bank Limited,MBL,Commercial Banks
536,NMB Bank Limited,NMB,Commercial Banks
537,ProgressiveFinance Limited,PROFL,Finance Company
538,Sanima Bank Limited,SANIMA,Commercial Banks
539,Siddhartha Insurance Ltd.,SIL,Non Life Insurance
540,Citizen Investment Trust,CIT,Investment
541,Oriental Hotels Limited,OHL,Hotels & Tourism
542,Samriddhi Finance Company Limited,SFCL,Finance Company
543,National Life Insurance Co. Ltd.,NLICL,Life Insurance
544,Samjhana Finance Co. Ltd.,SFC,Finance Company
545,Prabhu Insurance Ltd.,PRIN,Non Life Insurance
546,Nepal Share Markets Ltd.,NSM,Finance Company
547,Laxmi Bank Limited,LBL,Commercial Banks
548,Premier Insurance Co. Ltd.,PIC,Non Life Insurance
549,Central Finance Co. Ltd.,CFCL,Finance Company
550,Life Insurance Co. Nepal,LICN,Life Insurance
551,United Insurance Co. (Nepal) Ltd.,UIC,Non Life Insurance
552,Salt Trading Corporation,STC,Tradings
553,United Finance Ltd.,UFL,Finance Company
554,Nepal Credit And Commercial Bank Limited,NCCB,Commercial Banks
555,Nirdhan Utthan Laghubitta Bittiya Sanstha Limited,NUBL,Microfinance
556,Asian Life Insurance Co. Limited,ALICL,Life Insurance
557,Janaki Finance Ltd.,JFL,Finance Company
558,Shrijana Finance  (Bittaya Sanstha),SFFIL,Finance Company
559,City Express Finance Co. Limited,CEFL,Finance Company
560,Guheshowori Merchant Bank & Finance Co. Ltd.,GMFIL,Finance Company
561,Soaltee Hotel Limited,SHL,Hotels & Tourism
562,Unilever Nepal Limited,UNL,Manufacturing And Processing
563,Nepal Life Insurance Co. Ltd.,NLIC,Life Insurance
564,Raghupati Jute Mills Limited,RJM,Manufacturing And Processing
565,Gorakhkali Rubber Udhyog Limited,GRU,Manufacturing And Processing
566,Sagarmatha Insurance Co. Ltd.,SIC,Non Life Insurance
567,Chhimek Laghubitta Bikas Bank Limited,CBBL,Microfinance
568,Himalayan General Insurance Co. Ltd,HGI,Non Life Insurance
569,Deprosc Laghubitta Bittiya Sanstha Limited,DDBL,Microfinance
570,Himalayan Distillery Limited,HDL,Manufacturing And Processing
571,Prudential Insurance Co. Ltd.,PICL,Non Life Insurance
572,Taragaon Regency Hotel Limited,TRH,Hotels & Tourism
573,Swabalamban Laghubitta Bittiya Sanstha Limited,SWBBL,Microfinance
574,IME General Insurance Ltd.,IGI,Non Life Insurance
575,Neco Insurance Co. Ltd.,NIL,Non Life Insurance
576,Nepal Finance Ltd.,NFS,Finance Company
577,Nepal Insurance Co. Ltd.,NICL,Non Life Insurance
578,Best Finance Company Ltd.,BFC,Finance Company
579,Narayani Development Bank Limited,NABBC,Development Banks
580,Prime Life Insurance Company Limited,PLIC,Life Insurance
581,NIDC Development Bank Ltd.,NIDC,Development Banks
582,Kamana Sewa Bikas Bank Limited,KSBBL,Development Banks
583,Nerude Laghubita Bikas Bank Limited,NLBBL,Microfinance
584,Agriculture Development Bank Limited,ADBL,Commercial Banks
585,Om Development Bank Ltd.,ODBL,Development Banks
586,Mahalaxmi Bikas Bank Ltd.,MLBL,Development Banks
587,Surya Life Insurance Company Limited,SLICL,Life Insurance
588,Nepal Lube Oil Limited,NLO,Manufacturing And Processing
589,Nepal Film Development Company Limited,NFD,Others
590,Bottlers Nepal (Terai) Limited,BNT,Manufacturing And Processing
591,Garima Bikas Bank Limited,GBBL,Development Banks
592,Jyoti Bikas Bank Limited,JBBL,Development Banks
593,Gandaki Bikas Bank Limited,GDBL,Development Banks
594,Kankai Bikas Bank Ltd.,KNBL,Development Banks
595,Karnali Development Bank Limited,KRBL,Development Banks
596,Hathway Finance Company Limited,HATH,Finance Company
597,Himalayan Finance Limited (Bittiya Sanstha),HFL,Finance Company
598,Bottlers Nepal (Balaju) Limited,BNL,Manufacturing And Processing
599,Gurans Life Insurance Company Ltd.,GLICL,Life Insurance
600,Corporate Development Bank Limited,CORBL,Development Banks
601,Shine Resunga Development Bank Ltd.,SHINE,Development Banks
602,Muktinath Bikas Bank Ltd.,MNBBL,Development Banks
603,Shangrila Development Bank Ltd.,SADBL,Development Banks
604,Multipurpose Finance Company  Limited,MPFL,Finance Company
605,Bhargav Bikash Bank Ltd.,BHBL,Development Banks
606,First Micro Finance Laghubitta Bittiya Sanstha Limited,FMDBL,Microfinance
607,Janata Bank Nepal Ltd.,JBNL,Commercial Banks
608,Summit Laghubitta Bittiya Sanstha Limited,SMFDB,Microfinance
609,Manjushree Finance Ltd.,MFIL,Finance Company
610,Nepal Bank Limited,NBL,Commercial Banks
611,Civil Bank Ltd,CBL,Commercial Banks
612,Swarojgar Laghu Bitta Bikas Bank Ltd.,SLBBL,Microfinance
613,NLG Insurance Company Ltd.,NLG,Non Life Insurance
614,Mega  Bank Nepal Ltd.,MEGA,Commercial Banks
615,Sindhu Bikash Bank Ltd,SINDU,Development Banks
616,Synergy Finance Ltd.,SYFL,Finance Company
617,Hamro Bikas Bank Ltd.,HAMRO,Development Banks
618,RMDC Laghubitta Bittiya Sanstha Ltd.,RMDC,Microfinance
619,Sana Kisan Bikas Bank Ltd,SKBBL,Microfinance
620,Sanima Mai Hydropower Ltd.,SHPC,Hydropower
621,Kalika Laghubitta Bittiya Sanstha Ltd,KMCDB,Microfinance
622,Naya Sarathi Laghubitta Bittiya Sanstha Limited,NSLB,Microfinance
623,Century Commercial Bank Ltd.,CCBL,Commercial Banks
624,Mithila LaghuBitta Bittiya Sanstha Limited,MLBBL,Microfinance
625,Ridi Hydropower Development Company Ltd.,RHPC,Hydropower
626,Reliance Finance Ltd.,RLFL,Finance Company
627,Siddhartha Equity Orineted Scheme,SEOS,Mutual Fund
628,Laxmi Laghubitta Bittiya Sanstha Ltd.,LLBS,Microfinance
629,Sahara Bikas Bank Ltd.,SHBL,Development Banks
630,NIBL Samriddhi Fund 1,NIBSF1,Mutual Fund
631,Mirmire Microfinance Development Bank Ltd.,MMFDB,Microfinance
632,Barun Hydropower Co. Ltd.,BARUN,Hydropower
633,Vijaya laghubitta Bittiya Sanstha Ltd.,VLBS,Microfinance
634,Api Power Company Ltd.,API,Hydropower
635,Grameen Bikas Laghubitta Bittiya Sanstha Ltd.,GBLBS,Microfinance
636,Civil Laghubitta Bittiya Sanstha Ltd.,CLBSL,Microfinance
637,Kisan Lagubitta Bittiya Sanstha Limited,KLBSL,Microfinance
638,Mahila Sahayatra Microfinance Bittiya Sanstha Ltd.,MSMBS,Microfinance
639,Janautthan Samudayic Laghubitta Bikas Bank Ltd.,JSLBB,Microfinance
640,Womi Microfinance Bittiya Sanstha Ltd.,WOMI,Microfinance
641,Global IME Laghubitta Bittiya Sanstha Ltd.,GILB,Microfinance
642,NMB  Microfinance Bittiya Sanstha Ltd.,NMBMF,Microfinance
643,Global IME Samunnat Scheme-1,GIMES1,Mutual Fund
644,Hydorelectricity Investment and Development Company Ltd,HIDCL,Investment
645,Mero Microfinance Bittiya Sanstha Ltd.,MERO,Microfinance
646,Ngadi Group Power Ltd.,NGPL,Hydropower
647,Shree Ram Sugar Mills Limited,SRS,Manufacturing And Processing
648,Green Development Bank Ltd.,GRDBL,Development Banks
649,Khanikhola Hydropower Co. Ltd.,KKHC,Hydropower
650,NMB Hybrid Fund L-1,NMBHF1,Mutual Fund
651,Nabil Equity Fund,NEF,Mutual Fund
652,National Microfinance Bittiya Sanstha Ltd.,NMFBS,Microfinance
653,RSDC Laghubitta Bittiya Sanstha Ltd.,RSDC,Microfinance
654,Suryodaya Laghubitta Bittiya Sanstha Ltd.,SLBS,Microfinance
655,Dibyashwori Hydropower Ltd.,DHPL,Hydropower
656,NIBL Pragati Fund,NIBLPF,Mutual Fund
657,Arun Kabeli Power Ltd.,AKPL,Hydropower
658,Synergy Power Development Ltd.,SPDL,Hydropower
659,Forward Microfinance Bittiya Sanstha Ltd.,FOWAD,Microfinance
660,United Modi Hydropower Ltd.,UMHL,Hydropower
661,Samata Gharelu Laghubitta Bittiya Sanstha Limited,SMATA,Microfinance
662,Chhyangdi Hydropower Ltd.,CHL,Hydropower
663,Laxmi Equity Fund,LEMF,Mutual Fund
664,Swadeshi Laghubitta Bittiya Sanstha Ltd.,SDESI,Microfinance
665,Himalayan Power Partner Ltd.,HPPL,Hydropower
666,Mahuli Laghubitta Bittiya Sanstha Limited,MSLB,Microfinance
667,Nepal Hydro Developers Ltd.,NHDL,Hydropower
668,Siddhartha Equity Fund,SEF,Mutual Fund
669,Sanima Equity Fund,SAEF,Mutual Fund
670,Support Microfinance Bittiya Sanstha Ltd.,SMB,Microfinance
671,Unnati Sahakarya Laghubitta Bittiya Sanstha Limited,USLB,Microfinance
672,Radhi Bidyut Company Ltd,RADHI,Hydropower
673,Arambha Microfinance Bittiya Sanstha Ltd.,AMFI,Microfinance
674,Citizens Mutual Fund -1,CMF1,Mutual Fund
675,NIC Asia Growth Fund,NICGF,Mutual Fund
676,Wean Nepal Laghubitta Bittiya Sanstha Limited,WNLB,Microfinance
677,Rairang Hydropower Development Company Ltd.,RRHP,Hydropower
678,Nadep Laghubittiya bittya Sanstha Ltd.,NADEP,Microfinance
679,Panchakanya Mai Hydropower Ltd,PMHPL,Hydropower
680,Kalika power Company Ltd,KPCL,Hydropower
681,Ankhu Khola Jalvidhyut Company Ltd,AKJCL,Hydropower
682,Aarambha Chautari Laghubitta Bittiya Sanstha Limited,ACLBSL,Microfinance
683,Joshi Hydropower Development Company Ltd,JOSHI,Hydropower
684,Upper Tamakoshi Hydropower Ltd,UPPER,Hydropower
685,Samudayik Laghubitta Bittiya Sanstha Limited,SLBSL,Microfinance
686,Ghalemdi Hydro Limited,GHL,Hydropower
687,Asha Laghubitta Bittiya Sanstha Ltd,ALBSL,Microfinance
688,SHIVAM CEMENTS LTD,SHIVM,Manufacturing And Processing
689,UNIVERSAL POWER COMPANY LTD,UPCL,Hydropower
690,Mountain Hydro Nepal Limited,MHNL,Hydropower
691,Panchthar Power Compant Limited,PPCL,Hydropower
692,Sparsha Laghubitta Bittiya Sanstha Limited,SPARS,Microfinance
693,Himalaya Urja Bikas Company Limited,HURJA,Hydropower
694,Gurans Laghubitta Bittiya Sanstha Limited,GLBSL,Microfinance
695,Ganapati Laghubitta Bittiya Sanstha Limited,GMFBS,Microfinance
696,Nepal Agro Laghubitta Bittiya Sanstha Limited,NAGRO,Microfinance
697,Union Hydropower Limited,UNHPL,Hydropower
698,10% Sanima Bank Limited Debenture,SAND2085,Corporate Debenture
699,Swabhimaan Laghubitta Bittiya Sanstha Limited,SMFBS,Microfinance
700,Infinity Laghubitta Bittiya Sanstha Limited,ILBS,Microfinance
701,RASUWAGADHI HYDROPOWER COMPANY LIMITED,RHPL,Hydropower
702,SANJEN JALAVIDHYUT COMPANY LIMITED,SJCL,Hydropower
705,Ghodighoda Laghubitta Bittiya Sanstha Ltd.,GGBSL,Microfinance
706,Tinau Mission Development Bank Limited,TMDBL,Development Banks
707,Saptakoshi Development Bank Ltd,SAPDBL,Development Banks
708,NIC Asia Balanced Fund,NICBF,Mutual Fund
709,11% NIC Asia Debenture 082/83,NICAD8283,Corporate Debenture
710,10.50% SBL Debenture 2082,SBLD2082,Corporate Debenture
711,NABIL BALANCED FUND-2,NBF2,Mutual Fund
712,Himal Dolakha Hydropower Company Limited,HDHPC,Hydropower
713,Nepal Reinsurance Company Limited,NRIC,Others
714,10.25% Sunrise Bank Debenture 2083,SRBLD83,Corporate Debenture
715,NIC ASIA Laghubitta Bittiya Sanstha Limited,NICLBSL,Microfinance
716,NMB 50,NMB50,Mutual Fund
717,Sunrise First Mutual Fund,SFMF,Mutual Fund
718,10.5 % NEPAL INVESTMENT DEBENTURE 2082,NIBD2082,Corporate Debenture
719,Ajod Insurance Limited,AIL,Non Life Insurance
720,Sadhana Laghubitta Bittiya Sanstha Limited,SDLBSL,Microfinance
721,NRN Infrastructure and Development Limited,NRN,Investment
722,Reliance Life Insurance Limited,RLI,Life Insurance
723,10.25% KBL Debenture 2086,KBLD86,Corporate Debenture
724,10.25% NIC Asia Debenture 2083/84,NICD83/84,Corporate Debenture
725,10.25% GLOBAL IME BANK LTD. DEBENTURE 2080/81,GBD80/81,Corporate Debenture
726,10% Nepal SBI Bank Debenture 2086,SBIBD86,Corporate Debenture
727,Laxmi Unnati Kosh,LUK,Mutual Fund
728,Liberty Energy Company Limited,LEC,Hydropower
729,General Insurance Company Nepal Ltd,GIC,Non Life Insurance
730,Shiva Shree Hydropower Ltd,SSHL,Hydropower
731,Sanima General Insurance Limited,SGI,Non Life Insurance
732,10% Prabhu Bank Debenture 2084,PBLD84,Corporate Debenture
733,CITIZENS MUTUAL FUND 2,CMF2,Mutual Fund
734,10% Himalayan Bank Debenture 2083,HBLD83,Corporate Debenture
735,Mountain Energy Nepal Limited,MEN,Hydropower
736,United IDI Mardi RB Hydropower Limited.,UMRH,Hydropower
737,10% Sunrise Debenture 2080,SRD80,Corporate Debenture
738,9% NIC Asia Debenture 2081/82,NICAD8182,Corporate Debenture
739,Prabhu Life Insurance Limited,PLI,Life Insurance
740,Siddhartha Investment Growth Scheme - 2,SIGS2,Mutual Fund
741,12% ICFC Finance Limited Debenture 2083,ICFCD83,Corporate Debenture
742,Chandragiri Hills Limited,CGH,Hotels & Tourism
743,Nepal Infrastructure Bank Limited,NIFRA,Investment
744,Sanima Large Cap Fund,SLCF,Mutual Fund
745,10.25% NBBL Debenture 2085,NBBD2085,Corporate Debenture
746,GreenLife Hydropower Limited,GLH,Hydropower
747,Mahila Lagubitta Bittiya Sanstha Limited,MLBSL,Microfinance
748,Jyoti Life Insurance Company Limited,JLI,Life Insurance
749,Kumari Equity Fund,KEF,Mutual Fund
750,9.5% Manjushree Finance Limited Debenture 2085,MFLD85,Corporate Debenture
751,10.25% Machhapuchhre Bank Debenture 2085,MBLD2085,Corporate Debenture
752,10.25% SBL Debenture 2083,SBLD83,Corporate Debenture
753,10% Laxmi Bank Debenture 2086,LBLD86,Corporate Debenture
754,10.25% Prabhu Bank  Debenture 2086,PBLD86,Corporate Debenture
755,10.35% Agricultural Bank Debenture 2083,ADBLD83,Corporate Debenture
756,Singati Hydro Energy Limited,SHEL,Hydropower
757,Ru Ru Jalbidhyut Pariyojana Limited,RURU,Hydropower
758,10% Nabil Debenture 2082,NBLD82,Corporate Debenture
759,8.5% Sanima Debenture 2087,SBD87,Corporate Debenture
760,8.5% SBL Debenture 2084,SBLD84,Corporate Debenture
761,CEDB Hydropower Development Company Limited,CHDC,Investment
762,Sunrise Bluechip Fund,SBCF,Mutual Fund
763,Prabhu Select Fund,PSF,Mutual Fund
764,NIBL Samriddhi Fund -2,NIBSF2,Mutual Fund
765,12 % Goodwill Finance Limited Debenture 2083,GWFD83,Corporate Debenture
766,Jeevan Bikas Laghubitta  Bittya Sanstha Ltd,JBLB,Microfinance
767,Union Life Insurance Company Limited,ULI,Life Insurance
768,Manakamana Smart Laghubitta Bittiya Sanstha Limited,MKLB,Microfinance
769,9.5% NCC Debenture 2086,NCCD86,Corporate Debenture
770,RBB Mutual Fund 1,RMF1,Mutual Fund
771,Sanima Life Insurance Limited,SLI,Life Insurance
772,NIC Asia Select Fund 30,NICSF,Mutual Fund
773,8.5% Laxmi Bank Debenture 2088,LBLD88,Corporate Debenture
774,Mailung Khola Jal Vidhyut Company Limited,MKJC,Hydropower
775,8.75 % Prime Debenture 2085,PBD85,Corporate Debenture
776,Manushi Laghubitta Bittiya Sanstha Limited,MLBS,Microfinance
777,Shangri-la Development Bank Debenture 2087,SDBD87,Corporate Debenture
778,10 % NMB DEBENTURE 2085,NMBD2085,Corporate Debenture
779,Sahas Urja Limited,SAHAS,Hydropower
780,Terhathum Power Company Limited,TPC,Hydropower
781,Mega Mutual Fund -1,MMF1,Mutual Fund
783,8.5% Nepal Investment Bank Debenture 2084,NIBD84,Corporate Debenture
784,Samling Power Company Limited,SPC,Hydropower
785,Nyadi Hydropower Limited,NYADI,Hydropower
786,Nabil Debenture 2085,NBLD85,Corporate Debenture
787,Madhya Bhotekoshi Jalavidyut Company Limited,MBJC,Hydropower
788,Buddha Bhumi Nepal Hydropower Company Limited,BNHC,Hydropower
789,8.5% BOK Debenture 2086,BOKD86,Corporate Debenture
790,Agricultural Development Bank Limited,ADBL,Commercial Banks
791,Premier Insurance Company (Nepal) Limited,PIC,Non Life Insurance
792,Emerging Nepal Limited,ENL,Investment
793,Rastra Utthan Laghubitta Sanstha Limited,RULB,Microfinance
794,Jalpa Samudayik Laghubitta Bittiya Sanstha Limited,JALPA,Microfinance
795,Chhimek Laghubitta Bittiya Sanstha Limited,CBBL,Microfinance
796,Forward Microfinance Laghubitta Bittiya Sanstha Limited,FOWAD,Microfinance
797,Life Insurance Corporation (Nepal) Limited,LICN,Life Insurance
798,Nepal Doorsanchar Company Limited,NTC,Others
799,Nerude Laghubitta Bittiya Sanstha Limited,NLBBL,Microfinance
800,Sana Kisan Bikas Laghubitta Bittiya Sanstha Limited,SKBBL,Microfinance
801,Nabil Balanced Fund-3,NBF3,Mutual Fund
802,National Microfinance Laghubitta Bittiya Sanstha Limited,NMFBS,Microfinance
803,NESDO Sambridha Laghubitta Bittiya Sanstha Limited,NESDO,Microfinance
804,Green Ventures Limited,GVL,Hydropower
805,8.5% Nepal Bank Debenture 2087,NBLD87,Corporate Debenture
806,Suryodaya Womi Laghubitta Bittiya Sanstha Limited,SWMF,Microfinance
807,Balephi Hydropower Limited,BHL,Hydropower
808,Neco Insurance Limited,NIL,Non Life Insurance
809,Upakar Laghubitta Bittiya Sanstha Limited,ULBSL,Microfinance
810,CYC Nepal Laghubitta Bittiya Sanstha Limited,CYCL,Microfinance
811,Progressive Finance Limited,PROFL,Finance Company
812,River Falls Power Limited,RFPL,Hydropower
813,Janaki Finance Company Limited,JFL,Finance Company
814,Janautthan Samudayic Laghubitta Bittya Sanstha Limited,JSLBB,Microfinance
815,Citizens Bank International Limited,CZBIL,Commercial Banks
816,Dordi Khola Jal Bidyut Company Limited,DORDI,Hydropower
817,Civil Bank Debenture 2088,CBLD88,Corporate Debenture
818,Adarsha Laghubitta Bittiya Sanstha Limited,ADLB,Microfinance
819,Century Debenture 2088,CCBD88,Corporate Debenture
820,Kumari Dhanabriddhi Yojana,KDBY,Mutual Fund
821,Bindhyabasini Hydropower Development Company Limited,BHDC,Hydropower
822,Himalayan Hydropower Limited,HHL,Hydropower
823,Himalayan Everest Insurance Limited,HEI,Non Life Insurance
824,Upper Hewakhola Hydropower Company Limited,UHEWA,Hydropower
825,Ridi Power Company Limited,RIDI,Hydropower
826,Mandakini Hydropower Limited,MHL,Hydropower
827,Swet-Ganga Hydropower & Construction Limited,SGHC,Hydropower
828,Upper Solu Hydro Electric Company Limited,USHEC,Hydropower
